total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry
33.5,20.0,8.0,2.6,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 402 張（約當期成交量 -0.4%）', '近25個交易日融資餘額變化 +4.41%（下降代表籌碼較乾淨）', '近120個交易日內量增創高24.20元（8日前），目前拉回2.1%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約52.0%', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬60.5%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達15.2%，過度乖離 -> 葛蘭碧賣點③']",4716,TPEx,23.4,76.95732779865259,78.10323384777652,38.88753235337209,0.6046947998657244,middle,sell_overbought,True,2.066115702479339,52.03784570596798,大立,化學工業
32.5,25.0,0.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 11,539 張（約當期成交量 -5.1%）', '近25個交易日融資餘額變化 -18.89%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬11.3%, 型態=normal, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",6290,TPEx,323.0,61.82325756311986,62.88418162408371,1.895734597156406,0.11285358660670027,middle,sell_breakdown,False,17.983651226158038,11.456102783725912,良維,電子零組件業
31.0,22.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 2,185 張（約當期成交量 1.2%）', '近25個交易日融資餘額變化 +30.74%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬39.0%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達10.1%，過度乖離 -> 葛蘭碧賣點③']",3317,TPEx,105.5,85.43745807572427,83.18660118846017,30.48161946227392,0.3896697849784104,middle,sell_overbought,False,8.151658767772506,17.51092282626604,尼克森,半導體業
31.0,17.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,463 張（約當期成交量 -1.8%）', '近25個交易日融資餘額變化 +98.71%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬22.1%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6432,TPEx,78.3,80.98883470728703,81.79396349313052,28.134495782807477,0.22080746313755648,middle,neutral,False,13.463751438434985,19.30294906166219,今展科,電子零組件業
31.0,17.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 196 張（約當期成交量 -0.3%）', '近25個交易日融資餘額變化 +50.97%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬43.7%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",5299,TPEx,141.5,83.87636522470638,81.38079190304681,21.499928529453808,0.4367483350922943,middle,neutral,False,9.89399293286219,33.5,杰力,半導體業
31.0,22.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 503 張（約當期成交量 0.4%）', '近25個交易日融資餘額變化 +24.93%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬63.2%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚但乖離率達12.1%，過度乖離 -> 葛蘭碧賣點③']",6156,TPEx,29.9,73.31836196562874,77.86377221663774,31.91407005999613,0.6320490960572,middle,sell_overbought,False,11.250000000000004,36.986301369863014,松上,電子零組件業
31.0,22.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 846 張（約當期成交量 0.7%）', '近25個交易日融資餘額變化 +90.08%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬50.2%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達30.5%，過度乖離 -> 葛蘭碧賣點③']",3066,TPEx,29.15,91.71891915489671,87.21963868967572,43.59299469054603,0.5022342197087992,upper,sell_overbought,False,0.0,45.69970845481049,李洲,光電業
31.0,17.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 3,184 張（約當期成交量 -4.2%）', '近25個交易日融資餘額變化 +7.99%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬12.2%, 型態=normal, 位置=upper, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3078,TPEx,57.6,54.999427460589,39.56696243338583,4.195261681685267,0.12190939342405638,upper,neutral,False,15.77424023154847,18.475452196382435,僑威,電子零組件業
31.0,17.5,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,614 張（約當期成交量 -1.4%）', '近25個交易日融資餘額變化 +10.64%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬22.3%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3289,TPEx,169.0,35.76459253796765,43.42587954803146,-8.240322963666593,0.22344170207298344,middle,neutral,False,23.51543942992874,34.223918575063614,宜特,其他電子類
31.0,22.0,0.0,6.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計買超 1,107 張（約當期成交量 1.7%）', '近25個交易日融資餘額變化 +20.88%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬46.8%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達16.1%，過度乖離 -> 葛蘭碧賣點③']",8071,TPEx,30.95,90.6631780159742,88.6879697283038,52.75392190541627,0.4678361456841956,upper,sell_overbought,False,1.3313609467455496,30.263157894736842,能率網通,電子零組件業
30.0,21.0,0.0,6.0,3.0,"['千張大戶持股比例近2週變化 +0.99 個百分點', '股東人數近2週變化 +2.72%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計買超 240 張（約當期成交量 0.1%）', '近25個交易日融資餘額變化 +24.46%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬87.9%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達43.2%，過度乖離 -> 葛蘭碧賣點③']",4707,TPEx,35.75,94.91245168970751,94.71997074925925,92.58089976322023,0.8788573528345199,upper,sell_overbought,False,0.0,36.8421052631579,磐亞,化學工業
29.5,22.0,0.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 13,993 張（約當期成交量 -8.8%）', '近25個交易日融資餘額變化 -0.49%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬10.4%, 型態=normal, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",3260,TPEx,410.5,41.47297762032379,42.26903279511898,-3.136863136863133,0.10392895008709362,middle,sell_breakdown,False,23.047619047619047,20.476190476190474,威剛,半導體業
29.4,24.5,0.0,2.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 1,032 張（約當期成交量 -0.6%）', '近25個交易日融資餘額變化 -4.94%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬27.7%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達14.7%，過度乖離 -> 葛蘭碧賣點③']",6143,TPEx,108.5,75.521602416977,60.017755237952024,13.638375077440484,0.27673135816566585,upper,sell_overbought,False,8.547008547008547,24.281150159744406,振曜,通信網路業
28.5,15.0,0.0,6.0,7.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,565 張（約當期成交量 -7.6%）', '近25個交易日融資餘額變化 +11.19%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬16.2%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8936,TPEx,57.1,53.53561500081186,61.839900379223145,4.219750170902993,0.16241261501628995,middle,neutral,False,14.000000000000002,36.98156682027649,國統,其他
28.0,19.0,0.0,6.0,3.0,"['千張大戶持股比例近2週變化 -0.24 個百分點', '股東人數近2週變化 +2.20%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計買超 7,929 張（約當期成交量 0.7%）', '近25個交易日融資餘額變化 -1.06%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬52.4%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達18.3%，過度乖離 -> 葛蘭碧賣點③']",5371,TPEx,102.0,80.8055827916577,78.23952331509042,23.260081457279668,0.5235041124344991,upper,sell_overbought,False,12.98578199052133,28.690228690228697,中光電,光電業
28.0,14.5,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 -0.86 個百分點', '股東人數近2週變化 -1.90%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 8,978 張（約當期成交量 -2.5%）', '近25個交易日融資餘額變化 +94.02%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬42.6%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8042,TPEx,189.5,80.93957864398539,86.61624384257671,34.263318371566534,0.42638449935877687,middle,neutral,False,18.76484560570071,25.558659217877093,金山電,電子零組件業
28.0,19.0,0.0,6.0,3.0,"['千張大戶持股比例近2週變化 -1.44 個百分點', '股東人數近2週變化 +5.88%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計買超 28,572 張（約當期成交量 2.5%）', '近25個交易日融資餘額變化 -5.47%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬44.0%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達12.2%，過度乖離 -> 葛蘭碧賣點③']",5483,TPEx,209.5,85.78697673326653,86.50877248254528,28.002579397065947,0.43962397250047003,middle,sell_overbought,False,5.7007125890736345,48.06866952789699,中美晶,半導體業
26.0,12.5,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 -10.15 個百分點', '股東人數近2週變化 +25.96%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 373 張（約當期成交量 -0.1%）', '近25個交易日融資餘額變化 -12.05%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬26.1%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",8043,TPEx,196.0,71.60711173288288,75.10970052137789,28.784617592194007,0.2609804268759189,lower,neutral,False,20.750551876379692,32.74509803921569,蜜望實,電子零組件業
25.0,17.5,0.0,6.0,1.5,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 5,112 張（約當期成交量 -2.8%）', '近25個交易日融資餘額變化 +28.21%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬14.1%, 型態=normal, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",8069,TPEx,205.5,59.70277771398971,60.6758908874463,3.9040348964013134,0.14085454536880634,middle,sell_breakdown,False,20.281124497991968,29.780564263322884,元太,光電業
23.5,14.5,0.0,6.0,3.0,"['千張大戶持股比例近2週變化 -1.80 個百分點', '股東人數近2週變化 +9.14%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計買超 5,405 張（約當期成交量 0.7%）', '近25個交易日融資餘額變化 +2.66%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬92.5%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達24.8%，過度乖離 -> 葛蘭碧賣點③']",5328,TPEx,80.6,87.83846454549868,91.33075646736125,87.63132957026906,0.9254293408420893,middle,sell_overbought,False,7.888349514563106,18.733509234828492,華容,電子零組件業
22.4,17.5,0.0,2.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 473 張（約當期成交量 -0.5%）', '近25個交易日融資餘額變化 +15.96%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '帶寬已大，三大法人賣超，股價卻在上軌，留意反轉賣壓 -> 賣點示警型態(範例5)（帶寬25.7%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達9.0%，過度乖離 -> 葛蘭碧賣點③']",6603,TPEx,26.8,49.913015129781925,43.36594073047179,7.908403332055347,0.2572052772567939,upper,sell_overbought,False,24.890829694323145,26.521739130434792,富強鑫,電機機械
20.6,15.0,0.0,2.6,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 2,803 張（約當期成交量 -4.0%）', '近25個交易日融資餘額變化 +23.24%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬47.1%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚但乖離率達11.3%，過度乖離 -> 葛蘭碧賣點③']",6138,TPEx,440.0,85.35250166418984,82.79096369614562,29.411764705882355,0.47075127876648293,middle,sell_overbought,False,10.0,16.933638443935926,茂達,半導體業
19.9,15.0,0.0,2.0,3.0,"['籌碼歷史快照不足（少於2週），大戶趨勢暫給中性分數，建議持續每週執行以累積歷史資料', '股東人數歷史快照不足，暫給中性分數', '近22個交易日三大法人合計賣超 2,677 張（約當期成交量 -3.1%）', '近25個交易日融資餘額變化 +30.11%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '帶寬已大，三大法人賣超，股價卻在上軌，留意反轉賣壓 -> 賣點示警型態(範例5)（帶寬34.5%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達17.5%，過度乖離 -> 葛蘭碧賣點③']",4147,TPEx,72.2,89.60637714282736,87.42475734705457,33.30681070494085,0.34497051556173547,upper,sell_overbought,False,0.0,20.260782347041125,中裕,生技醫療業
17.6,7.5,0.0,2.6,7.5,"['千張大戶持股比例近2週變化 -1.21 個百分點', '股東人數近2週變化 +7.31%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 16,282 張（約當期成交量 -4.3%）', '近25個交易日融資餘額變化 +4.69%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬39.8%, 型態=wide, 位置=lower, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",3105,TPEx,421.0,9.310798746988223,16.186920135374596,-17.566932832315636,0.39762654568001454,lower,neutral,False,33.630470016207454,36.187845303867405,穩懋,半導體業
16.0,2.5,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 -3.54 個百分點', '股東人數近2週變化 +8.54%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 32,526 張（約當期成交量 -3.6%）', '近25個交易日融資餘額變化 +8.08%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬33.8%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6147,TPEx,217.0,52.998811640318245,57.332204045072714,-2.9832646131457703,0.33785213099534317,lower,neutral,False,34.53355155482815,11.976911976911973,頎邦,半導體業
14.9,10.0,0.0,2.0,3.0,"['千張大戶持股比例近2週變化 -0.86 個百分點', '股東人數近2週變化 +2.93%（下降代表散戶籌碼流出、籌碼集中）', '近22個交易日三大法人合計賣超 2,642 張（約當期成交量 -0.3%）', '近25個交易日融資餘額變化 +9.10%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林剛開喇叭，但三大法人為賣超方向，屬於應避開的型態（準則h）（帶寬29.8%, 型態=wide, 位置=upper, 開喇叭=是）', '月線上揚但乖離率達10.5%，過度乖離 -> 葛蘭碧賣點③']",5314,TPEx,67.6,80.91657214280411,78.62050219587528,2.4452894809740737,0.2983553148142173,upper,sell_overbought,False,34.174757281553404,93.11510791366906,世紀*,半導體業
